,snp
95944,769533064
95945,769386308
95946,769306732
95947,769235983
95948,769059922
95949,769031539
95950,769000424
95951,768873281
95952,768815648
95953,768785446
95954,768582004
95955,768542449
95956,768402587
95957,768274871
95958,768166633
95959,768095472
95960,768024458
95961,767934406
95962,767829189
95963,767723186
95964,767649160
95965,767453439
95966,767420851
95967,767361859
95968,767352976
95969,767302691
95970,767248647
95971,767219700
95972,767042270
95973,766990067
95974,766897573
95975,766872413
95976,766521908
95977,766422208
95978,766394874
95979,766222236
95980,766214963
95981,766149183
95982,766131764
95983,766097790
95984,766036805
95985,765977745
95986,765917926
95987,765632148
95988,765583243
95989,765466077
95990,765429170
95991,765149120
95992,765101915
95993,765097381
95994,764944470
95995,764925451
95996,764908234
95997,764672202
95998,764601012
95999,764511061
96000,764386265
96001,764342550
96002,764256099
96003,764202114
96004,764166411
96005,764088457
96006,764065560
96007,764042874
96008,763824515
96009,763532294
96010,763353343
96011,763181108
96012,763165877
96013,762892389
96014,762789406
96015,762785825
96016,762620869
96017,762471480
96018,762302880
96019,762199659
96020,762140111
96021,762071748
96022,761669395
96023,761584873
96024,761556260
96025,761287516
96026,761179757
96027,761142514
96028,760936397
96029,760902555
96030,760842048
96031,760829702
96032,760790218
96033,760776262
96034,760730142
96035,760701661
96036,760594943
96037,760575194
96038,760549619
96039,760366827
96040,760319517
96041,760233441
96042,760222721
96043,760183032
96044,760123298
96045,759987804
96046,759969028
96047,759808356
96048,759742364
96049,759738457
96050,759737793
96051,759724260
96052,759707054
96053,759696724
96054,759683578
96055,759597710
96056,759565816
96057,759547055
96058,759386624
96059,759331506
96060,759206813
96061,758888269
96062,758814336
96063,758752976
96064,758752235
96065,758659733
96066,758587702
96067,758365547
96068,758278290
96069,758264099
96070,758155458
96071,758124906
96072,758050318
96073,758006775
96074,757973221
96075,757891661
96076,757658575
96077,757521753
96078,757463480
96079,757412173
96080,757218876
96081,757153528
96082,757067746
96083,757036088
96084,756848124
96085,756652225
96086,756638678
96087,756589517
96088,756312472
96089,756232802
96090,756214800
96091,756214177
96092,756042948
96093,756005296
96094,755953291
96095,755900392
96096,755881843
96097,755737333
96098,755725980
96099,755373082
96100,755133654
96101,755063644
96102,754925451
96103,754885000
96104,754812930
96105,754722481
96106,754575730
96107,754574003
96108,754544355
96109,754520696
96110,754439580
96111,754370880
96112,754162231
96113,754112551
96114,754045833
96115,753993287
96116,753846545
96117,753827016
96118,753631587
96119,753591677
96120,753488437
96121,753396947
96122,753349070
96123,753109425
96124,753092727
96125,753008662
96126,752965573
96127,752910527
96128,752780401
96129,752690683
96130,752449478
96131,752448037
96132,752306379
96133,752214934
96134,752196122
96135,752126087
96136,752106359
96137,751884736
96138,751825651
96139,751737991
96140,751570506
96141,751470085
96142,751391419
96143,751305561
96144,751125562
96145,751072418
96146,750953546
96147,750858715
96148,750814411
96149,750757798
96150,750548616
96151,750495297
96152,750342007
96153,750234193
96154,750227527
96155,750221049
96156,750186088
96157,750179389
96158,750173669
96159,750049564
96160,749966724
96161,749867768
96162,749863605
96163,749639035
96164,749633289
96165,749546205
96166,749409948
96167,749349851
96168,749297129
96169,749244432
96170,749008521
96171,748846989
96172,748830078
96173,748812024
96174,748775275
96175,748754433
96176,748679570
96177,748591441
96178,748587688
96179,748375295
96180,748280113
96181,748173165
96182,748148255
96183,748089084
96184,747969381
96185,747966380
96186,747949843
96187,747911413
96188,747862283
96189,747702215
96190,747676272
96191,747540319
96192,747498594
96193,747384914
96194,747368980
96195,747300485
96196,747297529
96197,747293288
96198,747103542
96199,746866807
96200,746847323
96201,746683713
96202,746600410
96203,746599608
96204,746511068
96205,746487635
96206,746258506
96207,746255438
96208,746241372
96209,746122958
96210,746012399
96211,745734942
96212,745637891
96213,745624786
96214,745594730
96215,745528569
96216,745442414
96217,745340026
96218,577786396
96219,577784815
96220,577723677
96221,577723042
96222,577683097
96223,577662039
96224,577598102
96225,577343085
96226,577341888
96227,577283728
96228,577261946
96229,576720732
96230,576642723
96231,576535949
96232,576515024
96233,576474975
96234,576472044
96235,576412105
96236,576060571
96237,575936118
96238,575848267
96239,575804031
96240,575441999
96241,575174870
96242,574861364
96243,574731446
96244,574728830
96245,574538752
96246,574514363
96247,574120280
96248,573582156
96249,573515173
96250,573287580
96251,573152161
96252,572892306
96253,572888544
96254,572862693
96255,572799632
96256,572736083
96257,572438427
96258,572404326
96259,572319376
96260,572197688
96261,572169932
96262,572045091
96263,572040709
96264,571869860
96265,571604643
96266,571604334
96267,571541206
96268,571483499
96269,571016362
96270,570951199
96271,570448029
96272,570246558
96273,570232547
96274,570187223
96275,570133892
96276,569744218
96277,569480511
96278,569312870
96279,569232994
96280,569015708
96281,568016739
96282,567739603
96283,567731680
96284,567680711
96285,567468630
96286,567366238
96287,567364443
96288,567322611
96289,567299419
96290,566938832
96291,566773591
96292,566549014
96293,566424870
96294,566240680
96295,566059590
96296,565781026
96297,565749571
96298,565705664
96299,565464741
96300,565155301
96301,565093287
96302,564971991
96303,564960571
96304,564954979
96305,564815775
96306,564786181
96307,564752698
96308,564132527
96309,564048960
96310,564009056
96311,563878900
96312,563749365
96313,563697392
96314,563501461
96315,563498723
96316,563437375
96317,563399646
96318,563340714
96319,563020983
96320,562883228
96321,562628783
96322,562623026
96323,562354167
96324,562329879
96325,561687635
96326,561431189
96327,561357110
96328,561343679
96329,561218687
96330,561094406
96331,561068516
96332,560557428
96333,560320253
96334,560260285
96335,559730425
96336,559669939
96337,559668079
96338,559523101
96339,559461206
96340,559302874
96341,559074294
96342,559062866
96343,559039394
96344,558996807
96345,558874890
96346,558514765
96347,558416882
96348,558289680
96349,557660195
96350,557600070
96351,557535369
96352,557184861
96353,557089901
96354,557022917
96355,556404138
96356,556338588
96357,556259353
96358,556074135
96359,555833200
96360,555772005
96361,555729423
96362,555212925
96363,554905344
96364,554751226
96365,554687934
96366,554630178
96367,554312103
96368,554288769
96369,553958274
96370,553953679
96371,553807592
96372,553548629
96373,553431642
96374,553411960
96375,553101223
96376,552607302
96377,552475936
96378,552430743
96379,552264047
96380,551936141
96381,551807121
96382,551805585
96383,551599836
96384,551401782
96385,551315786
96386,551215206
96387,551028076
96388,551001631
96389,550962612
96390,550830278
96391,550304089
96392,550157336
96393,549928989
96394,549844018
96395,549780730
96396,549670217
96397,549394353
96398,549329478
96399,549167890
96400,549136931
96401,548637266
96402,548401557
96403,548338218
96404,547948247
96405,547883930
96406,547848949
96407,547682669
96408,547666540
96409,547607001
96410,547543178
96411,547210025
96412,547148529
96413,546886853
96414,546786727
96415,546472539
96416,546178836
96417,545956855
96418,545678161
96419,545632872
96420,545529310
96421,545172870
96422,545052036
96423,545025959
96424,544996799
96425,544901912
96426,544854164
96427,544600862
96428,544580285
96429,544539573
96430,544401059
96431,544253508
96432,544242124
96433,544191272
96434,544109765
96435,543996551
96436,543986911
96437,543947008
96438,543929201
96439,543775094
96440,543449921
96441,543124458
96442,543061289
96443,542858470
96444,542792928
96445,542733347
96446,542624811
96447,542580128
96448,542164641
96449,542066409
96450,541840391
96451,541653290
96452,541591726
96453,541350839
96454,540675852
96455,540031377
96456,539970477
96457,539954967
96458,539944573
96459,539896615
96460,539869991
96461,539376372
96462,539372780
96463,539318687
96464,539296501
96465,538840335
96466,538821407
96467,538616212
96468,538550176
96469,538105675
96470,537693865
96471,537623302
96472,536694896
96473,536624604
96474,536483421
96475,536424213
96476,536418550
96477,536414346
96478,536232190
96479,536230586
96480,535886021
96481,535852244
96482,535602077
96483,535404509
96484,535193058
96485,535057604
96486,534729938
96487,534525089
96488,533969917
96489,533957908
96490,533837284
96491,533785121
96492,533779302
96493,533664643
96494,533547229
96495,533219114
96496,533203330
96497,532913554
96498,532459647
96499,532397662
96500,532381110
96501,532333510
96502,532268665
96503,532228896
96504,531583007
96505,531238923
96506,531174327
96507,530964700
96508,530956102
96509,530666317
96510,530588272
96511,530571432
96512,530469430
96513,530334460
96514,530224188
96515,529814098
96516,529738166
96517,529312992
96518,528806192
96519,528722376
96520,528706541
96521,528660756
96522,528636168
96523,528463662
96524,528122608
96525,528062459
96526,527832241
96527,527768680
96528,527644772
96529,527584722
96530,527253935
96531,398115438
96532,386600892
96533,386559255
96534,386429060
96535,377754262
96536,377620296
96537,377208785
96538,377193282
96539,376890624
96540,376669544
96541,376646554
96542,376351848
96543,376339632
96544,376125454
96545,376057651
96546,375980883
96547,375891284
96548,375516732
96549,375489652
96550,375446481
96551,375357292
96552,375008083
96553,374794122
96554,374502941
96555,374342686
96556,374222926
96557,374079012
96558,373734278
96559,373579292
96560,373206169
96561,373108021
96562,372984372
96563,372632233
96564,372564446
96565,372443191
96566,371784323
96567,371652355
96568,371493203
96569,371274414
96570,371227051
96571,370978879
96572,370918700
96573,370551786
96574,370469349
96575,370360599
96576,370222713
96577,369947523
96578,369778965
96579,369334411
96580,369115239
96581,369091345
96582,368985494
96583,368940475
96584,368756167
96585,368555139
96586,368219111
96587,368098491
96588,367970919
96589,367725309
96590,367715554
96591,367587938
96592,367545270
96593,267603049
96594,207471960
96595,202162706
96596,202077172
96597,201810464
96598,201747468
96599,201705826
96600,201703181
96601,201491942
96602,201474896
96603,201449935
96604,201388539
96605,201300862
96606,201213606
96607,201146894
96608,201119654
96609,201014833
96610,200749132
96611,200666563
96612,200610699
96613,200602194
96614,200579807
96615,200496625
96616,200473614
96617,200385436
96618,200331262
96619,200243893
96620,200072504
96621,200002790
96622,199774312
96623,199757938
96624,199742985
96625,199552715
96626,193256822
96627,193242505
96628,193097360
96629,192918929
96630,192897067
96631,192834214
96632,192473070
96633,192357734
96634,192237085
96635,192199182
96636,191938516
96637,191777176
96638,191731569
96639,191557072
96640,191521247
96641,191121860
96642,190887396
96643,190875648
96644,190754543
96645,190391392
96646,190189135
96647,190179411
96648,190179213
96649,190175890
96650,189938105
96651,189659983
96652,189409863
96653,189392578
96654,189328050
96655,188749955
96656,188675704
96657,188492858
96658,188330248
96659,188089605
96660,187868358
96661,187813215
96662,187631229
96663,187626146
96664,187400043
96665,187353039
96666,187291342
96667,187010172
96668,186964848
96669,186951935
96670,186882449
96671,186747886
96672,186708718
96673,186332028
96674,186108587
96675,186107983
96676,186066156
96677,186029806
96678,185847499
96679,185672126
96680,185371882
96681,185339478
96682,185080144
96683,185034740
96684,184997643
96685,184923924
96686,184800783
96687,184795751
96688,184501168
96689,184388089
96690,184275483
96691,184272884
96692,183882627
96693,183745119
96694,183566182
96695,183327021
96696,183248597
96697,183212018
96698,183204829
96699,182715262
96700,182669401
96701,182617735
96702,182346200
96703,182308591
96704,182291030
96705,181897409
96706,181570606
96707,181513990
96708,181307764
96709,181301043
96710,181223982
96711,181146207
96712,180761524
96713,180747542
96714,180714046
96715,151315052
96716,151175090
96717,151122444
96718,150819526
96719,150505309
96720,150394214
96721,150085115
96722,150033837
96723,149566734
96724,149285040
96725,148799634
96726,148700655
96727,148582491
96728,148531662
96729,148271924
96730,148219886
96731,148195696
96732,147940563
96733,147611482
96734,147576741
96735,147210228
96736,146975370
96737,146950060
96738,146927546
96739,146398167
96740,146080691
96741,146052998
96742,145372891
96743,144833828
96744,144821388
96745,144777913
96746,144763340
96747,144701910
96748,144572323
96749,144472637
96750,144369245
96751,144331050
96752,143766692
96753,143605013
96754,143587408
96755,143587260
96756,143440580
96757,143029880
96758,142991788
96759,142963878
96760,142774797
96761,142581856
96762,142516018
96763,142502787
96764,142312942
96765,142128592
96766,142112854
96767,141921754
96768,141382606
96769,141358081
96770,141209336
96771,141157482
96772,141125435
96773,141026229
96774,140653296
96775,140383203
96776,140130948
96777,140081352
96778,140054174
96779,140049004
96780,139777263
96781,139240408
96782,138650483
96783,138430457
96784,138408120
96785,138138936
96786,138049294
96787,138028890
96788,118088285
96789,117955515
96790,117876228
96791,117487456
96792,117233253
96793,117018703
96794,116638040
96795,116493566
96796,116142510
96797,116021174
96798,115922241
96799,115850805
96800,115707241
96801,115581868
96802,115514930
96803,115503702
96804,115191219
96805,115129278
96806,114844671
96807,114779719
96808,114669882
96809,114663238
96810,114465730
96811,114447570
96812,114053588
96813,113644142
96814,113531876
96815,113455872
96816,113448464
96817,113133013
96818,113078279
96819,113074717
96820,112900451
96821,112590709
96822,112553099
96823,112400421
96824,112320438
96825,112318409
96826,112079375
96827,112018280
96828,111927873
96829,111755064
96830,111712944
96831,111654263
96832,111529755
96833,111421542
96834,77935709
96835,77870380
96836,77073789
96837,76682636
96838,76292249
96839,76163709
96840,75856469
96841,75296513
96842,74361873
96843,72918674
96844,71488444
96845,71488443
96846,71488442
96847,61901720
96848,61901719
96849,61742546
96850,61631300
96851,61282517
96852,61188739
96853,60739630
96854,60379098
96855,60269439
96856,60114612
96857,59951450
96858,59596897
96859,57537920
96860,57415833
96861,57402785
96862,57358774
96863,57005423
96864,56758216
96865,56458515
96866,55661415
96867,55656812
96868,52798954
96869,36018401
96870,35926524
96871,34737804
96872,34394887
96873,34118175
96874,17852114
96875,17602572
96876,17530557
96877,17530402
96878,17530346
96879,17354815
96880,17349303
96881,17341520
96882,17296321
96883,12420388
96884,12295325
96885,12293784
96886,12286820
96887,11828298
96888,11821697
96889,11605252
96890,11565176
96891,11423648
96892,11230177
96893,11230176
96894,11230175
96895,11230174
96896,7946992
96897,7935829
96898,7924728
96899,5792172
96900,5792171
96901,4587742
96902,4554903
96903,3740944
96904,3185181
96905,3185105
96906,3177282
96907,3168125
96908,2305432
96909,2305431
96910,2278867
96911,2243987
96912,2162255
96913,2044980
96914,2044979
96915,2044978
96916,2044977
96917,2044976
96918,1820430
96919,1151113
96920,1128323
96921,1128296
96922,1019670
96923,662196
96924,646924
96925,642426
96926,638872
96927,634475
96928,632185
96929,631853
96930,626157
96931,624663
96932,610932
96933,601172
96934,598862
96935,597982
96936,595718
96937,592496
96938,592346
96939,587634
96940,587624
96941,583791
96942,581818
96943,14106
96944,12453
96945,7232
96946,1599876177
96947,1599876122
96948,1599876089
96949,1599875920
96950,1599875692
96951,1599875679
96952,1599875676
96953,1599875673
96954,1599875665
96955,1599875664
96956,1599875650
96957,1599875399
96958,1599875349
96959,1599875309
96960,1599875305
96961,1599875265
96962,1599875246
96963,1599875011
96964,1599874877
96965,1599874630
96966,1599874623
96967,1599874580
96968,1599874528
96969,1599874449
96970,1599874040
96971,1599874000
96972,1599873826
96973,1599873804
96974,1599873782
96975,1599873780
96976,1599873534
96977,1599873521
96978,1599873456
96979,1599873429
96980,1599873420
96981,1599873406
96982,1599873393
96983,1599873256
96984,1599873217
96985,1599873210
96986,1599873158
96987,1599873146
96988,1599873135
96989,1599873067
96990,1599873003
96991,1599872779
96992,1599872728
96993,1599872705
96994,1599872695
96995,1599872668
96996,1599872634
96997,1599872618
96998,1599872572
96999,1599872556
97000,1599872543
97001,1599872471
97002,1599872338
97003,1599872234
97004,1599872031
97005,1599871969
97006,1599871945
97007,1599871936
97008,1599871878
97009,1599871600
97010,1599871560
97011,1599871554
97012,1599871538
97013,1599871524
97014,1599871373
97015,1599871369
97016,1599871343
97017,1599871340
97018,1599871253
97019,1599871075
97020,1599870848
97021,1599870790
97022,1599870646
97023,1599870621
97024,1599870590
97025,1599870465
97026,1599870432
97027,1599870344
97028,1599870220
97029,1599869966
97030,1599869909
97031,1599869790
97032,1599869680
97033,1599869635
97034,1599869474
97035,1599869425
97036,1599869363
97037,1599869338
97038,1599869331
97039,1599869135
97040,1599869057
97041,1599868989
97042,1599868981
97043,1599868854
97044,1599868754
97045,1599868678
97046,1599868451
97047,1599868357
97048,1599868327
97049,1599868198
97050,1599868174
97051,1599867985
97052,1599867918
97053,1599867906
97054,1599867819
97055,1599867784
97056,1599867704
97057,1599867553
97058,1599867536
97059,1599867413
97060,1599867224
97061,1599867080
97062,1599867037
97063,1599866708
97064,1599866658
97065,1599866578
97066,1599866568
97067,1599866365
97068,1599866331
97069,1599866325
97070,1599866298
97071,1599866228
97072,1599865598
97073,1599865443
97074,1599865412
97075,1599865323
97076,1599865113
97077,1599865062
97078,1599865020
97079,1599864988
97080,1599864858
97081,1599864797
97082,1599864757
97083,1599864421
97084,1599864239
97085,1599864214
97086,1599863974
97087,1599863810
97088,1599863651
97089,1599863474
97090,1599863447
97091,1599863431
97092,1599863394
97093,1599863331
97094,1599863249
97095,1599863162
97096,1599863118
97097,1599862966
97098,1599862939
97099,1599862932
97100,1599862916
97101,1599862795
97102,1599862710
97103,1599862638
97104,1599862496
97105,1599862477
97106,1599862443
97107,1599862431
97108,1599862392
97109,1599862242
97110,1599862211
97111,1599862205
97112,1599862188
97113,1599862095
97114,1599862042
97115,1599861984
97116,1599861898
97117,1599861798
97118,1599861788
97119,1599861773
97120,1599861743
97121,1599861719
97122,1599861267
97123,1599861206
97124,1599861202
97125,1599861191
97126,1599861167
97127,1599861155
97128,1599861061
97129,1599861052
97130,1599861043
97131,1599861041
97132,1599861032
97133,1599861026
97134,1599860969
97135,1599860894
97136,1599860818
97137,1599860787
97138,1599860783
97139,1599860710
97140,1599860572
97141,1599860558
97142,1599860544
97143,1599860539
97144,1599860506
97145,1599860491
97146,1599860404
97147,1599860327
97148,1599860286
97149,1599860219
97150,1599860188
97151,1599860151
97152,1599860106
97153,1599860046
97154,1599859932
97155,1599859875
97156,1599859852
97157,1599859826
97158,1599859779
97159,1599859771
97160,1599859729
97161,1599859712
97162,1599859702
97163,1599859695
97164,1599859693
97165,1599859665
97166,1599859649
97167,1599859533
97168,1599859526
97169,1599859521
97170,1599859508
97171,1599859461
97172,1599859312
97173,1599859297
97174,1599859292
97175,1599859286
97176,1599859241
97177,1599859211
97178,1599859150
97179,1599858983
97180,1599858904
97181,1599858866
97182,1599858822
97183,1599858759
97184,1599858718
97185,1599858700
97186,1599858689
97187,1599858578
97188,1599858553
97189,1599858549
97190,1599858533
97191,1599858528
97192,1599858520
97193,1599858473
97194,1599858460
97195,1599858427
97196,1599858423
97197,1599858418
97198,1599858304
97199,1599858287
97200,1599858281
97201,1599858242
97202,1599858238
97203,1599858209
97204,1599858153
97205,1599858151
97206,1599858148
97207,1599858142
97208,1599858140
97209,1599858108
97210,1599858099
97211,1599858026
97212,1599857880
97213,1599857692
97214,1599857686
97215,1599857615
97216,1599857534
97217,1599857460
97218,1599857346
97219,1599857325
97220,1599857298
97221,1599857200
97222,1599857170
97223,1599857159
97224,1599857149
97225,1599857113
97226,1599857042
97227,1599857040
97228,1599856939
97229,1599856925
97230,1599856918
97231,1599856797
97232,1599856636
97233,1599856572
97234,1599856493
97235,1599856483
97236,1599856403
97237,1599856337
97238,1599856270
97239,1599856161
97240,1599856144
97241,1599856128
97242,1599856089
97243,1599856064
97244,1599855979
97245,1599855829
97246,1599855807
97247,1599855674
97248,1599855627
97249,1599855595
97250,1599855584
97251,1599855555
97252,1599855442
97253,1599855430
97254,1599855390
97255,1599855372
97256,1599855351
97257,1599855267
97258,1599783093
97259,1599783050
97260,1599782948
97261,1599782898
97262,1599782509
97263,1599782506
97264,1599782496
97265,1599781693
97266,1599781388
97267,1599781327
97268,1599781232
97269,1599781211
97270,1599781132
97271,1599781043
97272,1599780971
97273,1599780884
97274,1599780850
97275,1599780648
97276,1599780383
97277,1599780158
97278,1599780136
97279,1599780049
97280,1599780025
97281,1599780009
97282,1599779983
97283,1599779951
97284,1599779927
97285,1599779910
97286,1599779880
97287,1568438747
97288,1568438702
97289,1568438536
97290,1568438470
97291,1568438110
97292,1568438096
97293,1568437963
97294,1568437903
97295,1568437806
97296,1568437787
97297,1568437725
97298,1568437655
97299,1568437577
97300,1568437471
97301,1568437350
97302,1568437343
97303,1568437318
97304,1568437273
97305,1568437263
97306,1568437219
97307,1568437152
97308,1568437090
97309,1568437062
97310,1568436840
97311,1568436606
97312,1568436351
97313,1568436179
97314,1568436025
97315,1568435946
97316,1568435878
97317,1568435869
97318,1568435746
97319,1568435728
97320,1568435505
97321,1568435482
97322,1568435233
97323,1568435211
97324,1568435168
97325,1568435014
97326,1568434905
97327,1568434544
97328,1568434497
97329,1568434441
97330,1568434079
97331,1568433853
97332,1568433791
97333,1568433557
97334,1568433506
97335,1568433320
97336,1568433210
97337,1568433206
97338,1568433096
97339,1568433012
97340,1568432988
97341,1568432847
97342,1568432731
97343,1568432688
97344,1568432610
97345,1568432554
97346,1568432418
97347,1568432412
97348,1568431217
97349,1568431048
97350,1568430971
97351,1568430943
97352,1568430520
97353,1568430340
97354,1568430278
97355,1568430267
97356,1568430036
97357,1568429982
97358,1568429969
97359,1568429901
97360,1568429853
97361,1568429818
97362,1568429801
97363,1568429774
97364,1568429717
97365,1568429701
97366,1568429628
97367,1568429620
97368,1568429488
97369,1568429207
97370,1568429164
97371,1568429119
97372,1568428962
97373,1568428657
97374,1568428531
97375,1568428445
97376,1568428346
97377,1568428340
97378,1568428272
97379,1568428266
97380,1568428213
97381,1568428179
97382,1568428091
97383,1568428036
97384,1568427988
97385,1568427960
97386,1568427951
97387,1568427935
97388,1568427929
97389,1568427745
97390,1568427604
97391,1568427540
97392,1568427532
97393,1568427115
97394,1568426978
97395,1568426527
97396,1568426265
97397,1568426227
97398,1568425997
97399,1568425943
97400,1568425870
97401,1568425857
97402,1568425803
97403,1568425712
97404,1568425388
97405,1568425330
97406,1568425311
97407,1555742448
97408,1555741612
97409,1555741386
97410,1555741352
97411,1555741131
97412,1555740782
97413,1555740619
97414,1555740473
97415,1555739836
97416,1555739830
97417,1555739410
97418,1491485528
97419,1491442317
97420,1491397893
97421,1491346160
97422,1491213119
97423,1491070939
97424,1491067300
97425,1491037363
97426,1490649625
97427,1490377214
97428,1490364776
97429,1490320387
97430,1490250136
97431,1490160577
97432,1489927039
97433,1489832712
97434,1489785605
97435,1489767500
97436,1489755826
97437,1489737189
97438,1489685505
97439,1489444294
97440,1489434229
97441,1489303085
97442,1489247809
97443,1489088133
97444,1489027728
97445,1489020173
97446,1489009183
97447,1488818484
97448,1488786775
97449,1488757792
97450,1488757238
97451,1488681668
97452,1488573628
97453,1488454048
97454,1488392446
97455,1488274793
97456,1488099933
97457,1487793507
97458,1487776113
97459,1487751959
97460,1487636443
97461,1487530957
97462,1487429240
97463,1487327667
97464,1487308958
97465,1487074030
97466,1486961780
97467,1486955813
97468,1486828565
97469,1486791266
97470,1486704728
97471,1486592583
97472,1486546567
97473,1486416696
97474,1486145632
97475,1486068342
97476,1486052890
97477,1485627287
97478,1485554131
97479,1485524988
97480,1485427939
97481,1485386862
97482,1485298446
97483,1485219229
97484,1485156874
97485,1485044999
97486,1485005295
97487,1484957384
97488,1484911729
97489,1484892398
97490,1484648667
97491,1484569246
97492,1484132065
97493,1484063150
97494,1484056288
97495,1484029887
97496,1483720318
97497,1483692437
97498,1483582196
97499,1483546904
97500,1483529997
97501,1483518547
97502,1483118310
97503,1483005356
97504,1482908821
97505,1482767955
97506,1482613786
97507,1482535559
97508,1482477628
97509,1482418388
97510,1482264472
97511,1482207104
97512,1482199566
97513,1482137497
97514,1482087258
97515,1482025863
97516,1482024555
97517,1481861078
97518,1481751566
97519,1481624803
97520,1481520906
97521,1481423382
97522,1481326915
97523,1481223004
97524,1481217457
97525,1481108031
97526,1481072052
97527,1480765654
97528,1480743669
97529,1480465655
97530,1480335442
97531,1480060144
97532,1479981381
97533,1479957600
97534,1479910759
97535,1479796752
97536,1479538900
97537,1479534596
97538,1479463668
97539,1479282902
97540,1479200984
97541,1479037699
97542,1478979314
97543,1478952761
97544,1478916326
97545,1478628275
97546,1478612295
97547,1478562356
97548,1478485567
97549,1478461121
97550,1478453887
97551,1478321902
97552,1478139627
97553,1478002141
97554,1477949488
97555,1477633226
97556,1477575880
97557,1477541292
97558,1477426286
97559,1477174030
97560,1477161630
97561,1477104233
97562,1477065495
97563,1477035368
97564,1476759957
97565,1476652697
97566,1476517367
97567,1476494459
97568,1476299575
97569,1476128436
97570,1475864502
97571,1475855231
97572,1475789008
97573,1475768572
97574,1475761418
97575,1475587350
97576,1475580747
97577,1475524154
97578,1475518220
97579,1475503070
97580,1475350360
97581,1475191890
97582,1475089657
97583,1475078482
97584,1474970981
97585,1474639080
97586,1474540911
97587,1474339986
97588,1474277115
97589,1474233784
97590,1474207114
97591,1474095006
97592,1474074141
97593,1473909036
97594,1473858336
97595,1473845532
97596,1473815419
97597,1473581381
97598,1473139141
97599,1473078749
97600,1472832219
97601,1472789585
97602,1472724552
97603,1472720433
97604,1472654072
97605,1472535672
97606,1472366710
97607,1472365705
97608,1472278219
97609,1472142122
97610,1472063277
97611,1471946245
97612,1471741154
97613,1471549960
97614,1471408485
97615,1471170533
97616,1471068588
97617,1471048286
97618,1471035077
97619,1471008114
97620,1470898390
97621,1470814630
97622,1470634850
97623,1470623048
97624,1470579923
97625,1470536913
97626,1470448023
97627,1470161005
97628,1470125716
97629,1470103607
97630,1469756682
97631,1469688076
97632,1469588104
97633,1469480183
97634,1469379173
97635,1469320154
97636,1469294116
97637,1469293623
97638,1469199172
97639,1469006240
97640,1468980221
97641,1468896585
97642,1468816482
97643,1468764927
97644,1468750248
97645,1468620136
97646,1468441291
97647,1468424793
97648,1468423683
97649,1468413610
97650,1468397923
97651,1468366995
97652,1468354492
97653,1468183289
97654,1468178135
97655,1468009896
97656,1467723251
97657,1467491724
97658,1467468710
97659,1467457400
97660,1467045982
97661,1467003130
97662,1466858538
97663,1466857569
97664,1466802602
97665,1466621651
97666,1466608827
97667,1466456535
97668,1466437375
97669,1466357183
97670,1466340597
97671,1466314022
97672,1466303130
97673,1466245526
97674,1466170309
97675,1466162594
97676,1466133114
97677,1466124430
97678,1466053954
97679,1466045794
97680,1466036854
97681,1466007033
97682,1465765243
97683,1465492159
97684,1465375103
97685,1465321097
97686,1465210039
97687,1465114754
97688,1465000088
97689,1464776161
97690,1464766428
97691,1464507336
97692,1464302439
97693,1464274835
97694,1464219217
97695,1464137026
97696,1464069600
97697,1464043620
97698,1463928110
97699,1463765059
97700,1463756204
97701,1463753143
97702,1463726435
97703,1463592428
97704,1463459096
97705,1463426703
97706,1463357488
97707,1463103665
97708,1462787780
97709,1462756004
97710,1462722369
97711,1462562293
97712,1462188776
97713,1462031349
97714,1461959043
97715,1461883659
97716,1461863759
97717,1461762086
97718,1461641516
97719,1461601132
97720,1461567911
97721,1461540511
97722,1461530317
97723,1461496595
97724,1461340838
97725,1461333341
97726,1461279856
97727,1461213897
97728,1461019777
97729,1461009358
97730,1461003669
97731,1460764569
97732,1460759818
97733,1460734072
97734,1460712636
97735,1460669826
97736,1460628699
97737,1460615413
97738,1460578255
97739,1460576977
97740,1460576081
97741,1460403185
97742,1460203232
97743,1460000672
97744,1459847391
97745,1459431312
97746,1459428064
97747,1459427186
97748,1459349436
97749,1459266000
97750,1459217819
97751,1458714557
97752,1458661386
97753,1458629367
97754,1458472863
97755,1458367025
97756,1458364120
97757,1458274526
97758,1458207278
97759,1458114262
97760,1457927990
97761,1457925942
97762,1457910839
97763,1457847592
97764,1457528199
97765,1457321253
97766,1457253605
97767,1457252238
97768,1456804762
97769,1456688720
97770,1456651697
97771,1456522525
97772,1456463610
97773,1456431258
97774,1456383770
97775,1456338362
97776,1456200124
97777,1456142207
97778,1456057346
97779,1455981672
97780,1455973842
97781,1455957116
97782,1455921571
97783,1455834280
97784,1455711170
97785,1455565488
97786,1455556119
97787,1455378295
97788,1454915460
97789,1454736299
97790,1454644751
97791,1454605242
97792,1454590200
97793,1454443464
97794,1454248614
97795,1454151855
97796,1454012387
97797,1453903477
97798,1453835522
97799,1453823702
97800,1453683684
97801,1453677483
97802,1453640460
97803,1453520241
97804,1453491367
97805,1453473212
97806,1453462943
97807,1453460841
97808,1453195733
97809,1453166176
97810,1453162262
97811,1453159588
97812,1453059785
97813,1453057668
97814,1452974566
97815,1452959883
97816,1452954275
97817,1452840309
97818,1452774120
97819,1452551345
97820,1452497954
